,gender,path,emotion
3879,male,data/CREMA-D\1048_IWL_NEU_XX.wav,neutral
3880,male,data/CREMA-D\1048_IWL_SAD_XX.wav,sad
3881,male,data/CREMA-D\1048_IWW_ANG_XX.wav,angry
3882,male,data/CREMA-D\1048_IWW_DIS_XX.wav,disgust
3883,male,data/CREMA-D\1048_IWW_FEA_XX.wav,fear
3884,male,data/CREMA-D\1048_IWW_HAP_XX.wav,happy
3885,male,data/CREMA-D\1048_IWW_NEU_XX.wav,neutral
3886,male,data/CREMA-D\1048_IWW_SAD_XX.wav,sad
3887,male,data/CREMA-D\1048_MTI_ANG_XX.wav,angry
3888,male,data/CREMA-D\1048_MTI_DIS_XX.wav,disgust
3889,male,data/CREMA-D\1048_MTI_FEA_XX.wav,fear
3890,male,data/CREMA-D\1048_MTI_HAP_XX.wav,happy
3891,male,data/CREMA-D\1048_MTI_NEU_XX.wav,neutral
3892,male,data/CREMA-D\1048_MTI_SAD_XX.wav,sad
3893,male,data/CREMA-D\1048_TAI_ANG_XX.wav,angry
3894,male,data/CREMA-D\1048_TAI_DIS_XX.wav,disgust
3895,male,data/CREMA-D\1048_TAI_FEA_XX.wav,fear
3896,male,data/CREMA-D\1048_TAI_HAP_XX.wav,happy
3897,male,data/CREMA-D\1048_TAI_NEU_XX.wav,neutral
3898,male,data/CREMA-D\1048_TAI_SAD_XX.wav,sad
3899,male,data/CREMA-D\1048_TIE_ANG_XX.wav,angry
3900,male,data/CREMA-D\1048_TIE_DIS_XX.wav,disgust
3901,male,data/CREMA-D\1048_TIE_FEA_XX.wav,fear
3902,male,data/CREMA-D\1048_TIE_HAP_XX.wav,happy
3903,male,data/CREMA-D\1048_TIE_NEU_XX.wav,neutral
3904,male,data/CREMA-D\1048_TIE_SAD_XX.wav,sad
3905,male,data/CREMA-D\1048_TSI_ANG_XX.wav,angry
3906,male,data/CREMA-D\1048_TSI_DIS_XX.wav,disgust
3907,male,data/CREMA-D\1048_TSI_FEA_XX.wav,fear
3908,male,data/CREMA-D\1048_TSI_HAP_XX.wav,happy
3909,male,data/CREMA-D\1048_TSI_NEU_XX.wav,neutral
3910,male,data/CREMA-D\1048_TSI_SAD_XX.wav,sad
3911,male,data/CREMA-D\1048_WSI_ANG_XX.wav,angry
3912,male,data/CREMA-D\1048_WSI_DIS_XX.wav,disgust
3913,male,data/CREMA-D\1048_WSI_FEA_XX.wav,fear
3914,male,data/CREMA-D\1048_WSI_HAP_XX.wav,happy
3915,male,data/CREMA-D\1048_WSI_NEU_XX.wav,neutral
3916,male,data/CREMA-D\1048_WSI_SAD_XX.wav,sad
3917,female,data/CREMA-D\1049_DFA_ANG_XX.wav,angry
3918,female,data/CREMA-D\1049_DFA_DIS_XX.wav,disgust
3919,female,data/CREMA-D\1049_DFA_FEA_XX.wav,fear
3920,female,data/CREMA-D\1049_DFA_HAP_XX.wav,happy
3921,female,data/CREMA-D\1049_DFA_NEU_XX.wav,neutral
3922,female,data/CREMA-D\1049_DFA_SAD_XX.wav,sad
3923,female,data/CREMA-D\1049_IEO_ANG_HI.wav,angry
3924,female,data/CREMA-D\1049_IEO_ANG_LO.wav,angry
3925,female,data/CREMA-D\1049_IEO_ANG_MD.wav,angry
3926,female,data/CREMA-D\1049_IEO_DIS_HI.wav,disgust
3927,female,data/CREMA-D\1049_IEO_DIS_LO.wav,disgust
3928,female,data/CREMA-D\1049_IEO_DIS_MD.wav,disgust
3929,female,data/CREMA-D\1049_IEO_FEA_HI.wav,fear
3930,female,data/CREMA-D\1049_IEO_FEA_LO.wav,fear
3931,female,data/CREMA-D\1049_IEO_FEA_MD.wav,fear
3932,female,data/CREMA-D\1049_IEO_HAP_HI.wav,happy
3933,female,data/CREMA-D\1049_IEO_HAP_LO.wav,happy
3934,female,data/CREMA-D\1049_IEO_HAP_MD.wav,happy
3935,female,data/CREMA-D\1049_IEO_NEU_XX.wav,neutral
3936,female,data/CREMA-D\1049_IEO_SAD_HI.wav,sad
3937,female,data/CREMA-D\1049_IEO_SAD_LO.wav,sad
3938,female,data/CREMA-D\1049_IEO_SAD_MD.wav,sad
3939,female,data/CREMA-D\1049_IOM_ANG_XX.wav,angry
3940,female,data/CREMA-D\1049_IOM_DIS_XX.wav,disgust
3941,female,data/CREMA-D\1049_IOM_FEA_XX.wav,fear
3942,female,data/CREMA-D\1049_IOM_HAP_XX.wav,happy
3943,female,data/CREMA-D\1049_IOM_NEU_XX.wav,neutral
3944,female,data/CREMA-D\1049_IOM_SAD_XX.wav,sad
3945,female,data/CREMA-D\1049_ITH_ANG_XX.wav,angry
3946,female,data/CREMA-D\1049_ITH_DIS_XX.wav,disgust
3947,female,data/CREMA-D\1049_ITH_FEA_XX.wav,fear
3948,female,data/CREMA-D\1049_ITH_HAP_XX.wav,happy
3949,female,data/CREMA-D\1049_ITH_NEU_XX.wav,neutral
3950,female,data/CREMA-D\1049_ITH_SAD_XX.wav,sad
3951,female,data/CREMA-D\1049_ITS_ANG_XX.wav,angry
3952,female,data/CREMA-D\1049_ITS_DIS_XX.wav,disgust
3953,female,data/CREMA-D\1049_ITS_FEA_XX.wav,fear
3954,female,data/CREMA-D\1049_ITS_HAP_XX.wav,happy
3955,female,data/CREMA-D\1049_ITS_NEU_XX.wav,neutral
3956,female,data/CREMA-D\1049_ITS_SAD_XX.wav,sad
3957,female,data/CREMA-D\1049_IWL_ANG_XX.wav,angry
3958,female,data/CREMA-D\1049_IWL_DIS_XX.wav,disgust
3959,female,data/CREMA-D\1049_IWL_FEA_XX.wav,fear
3960,female,data/CREMA-D\1049_IWL_HAP_XX.wav,happy
3961,female,data/CREMA-D\1049_IWL_NEU_XX.wav,neutral
3962,female,data/CREMA-D\1049_IWL_SAD_XX.wav,sad
3963,female,data/CREMA-D\1049_IWW_ANG_XX.wav,angry
3964,female,data/CREMA-D\1049_IWW_DIS_XX.wav,disgust
3965,female,data/CREMA-D\1049_IWW_FEA_XX.wav,fear
3966,female,data/CREMA-D\1049_IWW_HAP_XX.wav,happy
3967,female,data/CREMA-D\1049_IWW_NEU_XX.wav,neutral
3968,female,data/CREMA-D\1049_IWW_SAD_XX.wav,sad
3969,female,data/CREMA-D\1049_MTI_ANG_XX.wav,angry
3970,female,data/CREMA-D\1049_MTI_DIS_XX.wav,disgust
3971,female,data/CREMA-D\1049_MTI_FEA_XX.wav,fear
3972,female,data/CREMA-D\1049_MTI_HAP_XX.wav,happy
3973,female,data/CREMA-D\1049_MTI_NEU_XX.wav,neutral
3974,female,data/CREMA-D\1049_MTI_SAD_XX.wav,sad
3975,female,data/CREMA-D\1049_TAI_ANG_XX.wav,angry
3976,female,data/CREMA-D\1049_TAI_DIS_XX.wav,disgust
3977,female,data/CREMA-D\1049_TAI_FEA_XX.wav,fear
3978,female,data/CREMA-D\1049_TAI_HAP_XX.wav,happy
3979,female,data/CREMA-D\1049_TAI_NEU_XX.wav,neutral
3980,female,data/CREMA-D\1049_TAI_SAD_XX.wav,sad
3981,female,data/CREMA-D\1049_TIE_ANG_XX.wav,angry
3982,female,data/CREMA-D\1049_TIE_DIS_XX.wav,disgust
3983,female,data/CREMA-D\1049_TIE_FEA_XX.wav,fear
3984,female,data/CREMA-D\1049_TIE_HAP_XX.wav,happy
3985,female,data/CREMA-D\1049_TIE_NEU_XX.wav,neutral
3986,female,data/CREMA-D\1049_TIE_SAD_XX.wav,sad
3987,female,data/CREMA-D\1049_TSI_ANG_XX.wav,angry
3988,female,data/CREMA-D\1049_TSI_DIS_XX.wav,disgust
3989,female,data/CREMA-D\1049_TSI_FEA_XX.wav,fear
3990,female,data/CREMA-D\1049_TSI_HAP_XX.wav,happy
3991,female,data/CREMA-D\1049_TSI_NEU_XX.wav,neutral
3992,female,data/CREMA-D\1049_TSI_SAD_XX.wav,sad
3993,female,data/CREMA-D\1049_WSI_ANG_XX.wav,angry
3994,female,data/CREMA-D\1049_WSI_DIS_XX.wav,disgust
3995,female,data/CREMA-D\1049_WSI_FEA_XX.wav,fear
3996,female,data/CREMA-D\1049_WSI_HAP_XX.wav,happy
3997,female,data/CREMA-D\1049_WSI_NEU_XX.wav,neutral
3998,female,data/CREMA-D\1049_WSI_SAD_XX.wav,sad
3999,male,data/CREMA-D\1050_DFA_ANG_XX.wav,angry
4000,male,data/CREMA-D\1050_DFA_DIS_XX.wav,disgust
4001,male,data/CREMA-D\1050_DFA_FEA_XX.wav,fear
4002,male,data/CREMA-D\1050_DFA_HAP_XX.wav,happy
4003,male,data/CREMA-D\1050_DFA_NEU_XX.wav,neutral
4004,male,data/CREMA-D\1050_DFA_SAD_XX.wav,sad
4005,male,data/CREMA-D\1050_IEO_ANG_HI.wav,angry
4006,male,data/CREMA-D\1050_IEO_ANG_LO.wav,angry
4007,male,data/CREMA-D\1050_IEO_ANG_MD.wav,angry
4008,male,data/CREMA-D\1050_IEO_DIS_HI.wav,disgust
4009,male,data/CREMA-D\1050_IEO_DIS_LO.wav,disgust
4010,male,data/CREMA-D\1050_IEO_DIS_MD.wav,disgust
4011,male,data/CREMA-D\1050_IEO_FEA_HI.wav,fear
4012,male,data/CREMA-D\1050_IEO_FEA_LO.wav,fear
4013,male,data/CREMA-D\1050_IEO_FEA_MD.wav,fear
4014,male,data/CREMA-D\1050_IEO_HAP_HI.wav,happy
4015,male,data/CREMA-D\1050_IEO_HAP_LO.wav,happy
4016,male,data/CREMA-D\1050_IEO_HAP_MD.wav,happy
4017,male,data/CREMA-D\1050_IEO_NEU_XX.wav,neutral
4018,male,data/CREMA-D\1050_IEO_SAD_HI.wav,sad
4019,male,data/CREMA-D\1050_IEO_SAD_LO.wav,sad
4020,male,data/CREMA-D\1050_IEO_SAD_MD.wav,sad
4021,male,data/CREMA-D\1050_IOM_ANG_XX.wav,angry
4022,male,data/CREMA-D\1050_IOM_DIS_XX.wav,disgust
4023,male,data/CREMA-D\1050_IOM_FEA_XX.wav,fear
4024,male,data/CREMA-D\1050_IOM_HAP_XX.wav,happy
4025,male,data/CREMA-D\1050_IOM_NEU_XX.wav,neutral
4026,male,data/CREMA-D\1050_IOM_SAD_XX.wav,sad
4027,male,data/CREMA-D\1050_ITH_ANG_XX.wav,angry
4028,male,data/CREMA-D\1050_ITH_DIS_XX.wav,disgust
4029,male,data/CREMA-D\1050_ITH_FEA_XX.wav,fear
4030,male,data/CREMA-D\1050_ITH_HAP_XX.wav,happy
4031,male,data/CREMA-D\1050_ITH_NEU_XX.wav,neutral
4032,male,data/CREMA-D\1050_ITH_SAD_XX.wav,sad
4033,male,data/CREMA-D\1050_ITS_ANG_XX.wav,angry
4034,male,data/CREMA-D\1050_ITS_DIS_XX.wav,disgust
4035,male,data/CREMA-D\1050_ITS_FEA_XX.wav,fear
4036,male,data/CREMA-D\1050_ITS_HAP_XX.wav,happy
4037,male,data/CREMA-D\1050_ITS_NEU_XX.wav,neutral
4038,male,data/CREMA-D\1050_ITS_SAD_XX.wav,sad
4039,male,data/CREMA-D\1050_IWL_ANG_XX.wav,angry
4040,male,data/CREMA-D\1050_IWL_DIS_XX.wav,disgust
4041,male,data/CREMA-D\1050_IWL_FEA_XX.wav,fear
4042,male,data/CREMA-D\1050_IWL_HAP_XX.wav,happy
4043,male,data/CREMA-D\1050_IWL_NEU_XX.wav,neutral
4044,male,data/CREMA-D\1050_IWL_SAD_XX.wav,sad
4045,male,data/CREMA-D\1050_IWW_ANG_XX.wav,angry
4046,male,data/CREMA-D\1050_IWW_DIS_XX.wav,disgust
4047,male,data/CREMA-D\1050_IWW_FEA_XX.wav,fear
4048,male,data/CREMA-D\1050_IWW_HAP_XX.wav,happy
4049,male,data/CREMA-D\1050_IWW_NEU_XX.wav,neutral
4050,male,data/CREMA-D\1050_IWW_SAD_XX.wav,sad
4051,male,data/CREMA-D\1050_MTI_ANG_XX.wav,angry
4052,male,data/CREMA-D\1050_MTI_DIS_XX.wav,disgust
4053,male,data/CREMA-D\1050_MTI_FEA_XX.wav,fear
4054,male,data/CREMA-D\1050_MTI_HAP_XX.wav,happy
4055,male,data/CREMA-D\1050_MTI_NEU_XX.wav,neutral
4056,male,data/CREMA-D\1050_MTI_SAD_XX.wav,sad
4057,male,data/CREMA-D\1050_TAI_ANG_XX.wav,angry
4058,male,data/CREMA-D\1050_TAI_DIS_XX.wav,disgust
4059,male,data/CREMA-D\1050_TAI_FEA_XX.wav,fear
4060,male,data/CREMA-D\1050_TAI_HAP_XX.wav,happy
4061,male,data/CREMA-D\1050_TAI_NEU_XX.wav,neutral
4062,male,data/CREMA-D\1050_TAI_SAD_XX.wav,sad
4063,male,data/CREMA-D\1050_TIE_ANG_XX.wav,angry
4064,male,data/CREMA-D\1050_TIE_DIS_XX.wav,disgust
4065,male,data/CREMA-D\1050_TIE_FEA_XX.wav,fear
4066,male,data/CREMA-D\1050_TIE_HAP_XX.wav,happy
4067,male,data/CREMA-D\1050_TIE_NEU_XX.wav,neutral
4068,male,data/CREMA-D\1050_TIE_SAD_XX.wav,sad
4069,male,data/CREMA-D\1050_TSI_ANG_XX.wav,angry
4070,male,data/CREMA-D\1050_TSI_DIS_XX.wav,disgust
4071,male,data/CREMA-D\1050_TSI_FEA_XX.wav,fear
4072,male,data/CREMA-D\1050_TSI_HAP_XX.wav,happy
4073,male,data/CREMA-D\1050_TSI_NEU_XX.wav,neutral
4074,male,data/CREMA-D\1050_TSI_SAD_XX.wav,sad
4075,male,data/CREMA-D\1050_WSI_ANG_XX.wav,angry
4076,male,data/CREMA-D\1050_WSI_DIS_XX.wav,disgust
4077,male,data/CREMA-D\1050_WSI_FEA_XX.wav,fear
4078,male,data/CREMA-D\1050_WSI_HAP_XX.wav,happy
4079,male,data/CREMA-D\1050_WSI_NEU_XX.wav,neutral
4080,male,data/CREMA-D\1050_WSI_SAD_XX.wav,sad
4081,male,data/CREMA-D\1051_DFA_ANG_XX.wav,angry
4082,male,data/CREMA-D\1051_DFA_DIS_XX.wav,disgust
4083,male,data/CREMA-D\1051_DFA_FEA_XX.wav,fear
4084,male,data/CREMA-D\1051_DFA_HAP_XX.wav,happy
4085,male,data/CREMA-D\1051_DFA_NEU_XX.wav,neutral
4086,male,data/CREMA-D\1051_DFA_SAD_XX.wav,sad
4087,male,data/CREMA-D\1051_IEO_ANG_HI.wav,angry
4088,male,data/CREMA-D\1051_IEO_ANG_LO.wav,angry
4089,male,data/CREMA-D\1051_IEO_ANG_MD.wav,angry
4090,male,data/CREMA-D\1051_IEO_DIS_HI.wav,disgust
4091,male,data/CREMA-D\1051_IEO_DIS_LO.wav,disgust
4092,male,data/CREMA-D\1051_IEO_DIS_MD.wav,disgust
4093,male,data/CREMA-D\1051_IEO_FEA_HI.wav,fear
4094,male,data/CREMA-D\1051_IEO_FEA_LO.wav,fear
4095,male,data/CREMA-D\1051_IEO_FEA_MD.wav,fear
4096,male,data/CREMA-D\1051_IEO_HAP_HI.wav,happy
4097,male,data/CREMA-D\1051_IEO_HAP_LO.wav,happy
4098,male,data/CREMA-D\1051_IEO_HAP_MD.wav,happy
4099,male,data/CREMA-D\1051_IEO_NEU_XX.wav,neutral
4100,male,data/CREMA-D\1051_IEO_SAD_HI.wav,sad
4101,male,data/CREMA-D\1051_IEO_SAD_LO.wav,sad
4102,male,data/CREMA-D\1051_IEO_SAD_MD.wav,sad
4103,male,data/CREMA-D\1051_IOM_ANG_XX.wav,angry
4104,male,data/CREMA-D\1051_IOM_DIS_XX.wav,disgust
4105,male,data/CREMA-D\1051_IOM_FEA_XX.wav,fear
4106,male,data/CREMA-D\1051_IOM_HAP_XX.wav,happy
4107,male,data/CREMA-D\1051_IOM_NEU_XX.wav,neutral
4108,male,data/CREMA-D\1051_IOM_SAD_XX.wav,sad
4109,male,data/CREMA-D\1051_ITH_ANG_XX.wav,angry
4110,male,data/CREMA-D\1051_ITH_DIS_XX.wav,disgust
4111,male,data/CREMA-D\1051_ITH_FEA_XX.wav,fear
4112,male,data/CREMA-D\1051_ITH_HAP_XX.wav,happy
4113,male,data/CREMA-D\1051_ITH_NEU_XX.wav,neutral
4114,male,data/CREMA-D\1051_ITH_SAD_XX.wav,sad
4115,male,data/CREMA-D\1051_ITS_ANG_XX.wav,angry
4116,male,data/CREMA-D\1051_ITS_DIS_XX.wav,disgust
4117,male,data/CREMA-D\1051_ITS_FEA_XX.wav,fear
4118,male,data/CREMA-D\1051_ITS_HAP_XX.wav,happy
4119,male,data/CREMA-D\1051_ITS_NEU_XX.wav,neutral
4120,male,data/CREMA-D\1051_ITS_SAD_XX.wav,sad
4121,male,data/CREMA-D\1051_IWL_ANG_XX.wav,angry
4122,male,data/CREMA-D\1051_IWL_DIS_XX.wav,disgust
4123,male,data/CREMA-D\1051_IWL_FEA_XX.wav,fear
4124,male,data/CREMA-D\1051_IWL_HAP_XX.wav,happy
4125,male,data/CREMA-D\1051_IWL_NEU_XX.wav,neutral
4126,male,data/CREMA-D\1051_IWL_SAD_XX.wav,sad
4127,male,data/CREMA-D\1051_IWW_ANG_XX.wav,angry
4128,male,data/CREMA-D\1051_IWW_DIS_XX.wav,disgust
4129,male,data/CREMA-D\1051_IWW_FEA_XX.wav,fear
4130,male,data/CREMA-D\1051_IWW_HAP_XX.wav,happy
4131,male,data/CREMA-D\1051_IWW_NEU_XX.wav,neutral
4132,male,data/CREMA-D\1051_IWW_SAD_XX.wav,sad
4133,male,data/CREMA-D\1051_MTI_ANG_XX.wav,angry
4134,male,data/CREMA-D\1051_MTI_DIS_XX.wav,disgust
4135,male,data/CREMA-D\1051_MTI_FEA_XX.wav,fear
4136,male,data/CREMA-D\1051_MTI_HAP_XX.wav,happy
4137,male,data/CREMA-D\1051_MTI_NEU_XX.wav,neutral
4138,male,data/CREMA-D\1051_MTI_SAD_XX.wav,sad
4139,male,data/CREMA-D\1051_TAI_ANG_XX.wav,angry
4140,male,data/CREMA-D\1051_TAI_DIS_XX.wav,disgust
4141,male,data/CREMA-D\1051_TAI_FEA_XX.wav,fear
4142,male,data/CREMA-D\1051_TAI_HAP_XX.wav,happy
4143,male,data/CREMA-D\1051_TAI_NEU_XX.wav,neutral
4144,male,data/CREMA-D\1051_TAI_SAD_XX.wav,sad
4145,male,data/CREMA-D\1051_TIE_ANG_XX.wav,angry
4146,male,data/CREMA-D\1051_TIE_DIS_XX.wav,disgust
4147,male,data/CREMA-D\1051_TIE_FEA_XX.wav,fear
4148,male,data/CREMA-D\1051_TIE_HAP_XX.wav,happy
4149,male,data/CREMA-D\1051_TIE_NEU_XX.wav,neutral
4150,male,data/CREMA-D\1051_TIE_SAD_XX.wav,sad
4151,male,data/CREMA-D\1051_TSI_ANG_XX.wav,angry
4152,male,data/CREMA-D\1051_TSI_DIS_XX.wav,disgust
4153,male,data/CREMA-D\1051_TSI_FEA_XX.wav,fear
4154,male,data/CREMA-D\1051_TSI_HAP_XX.wav,happy
4155,male,data/CREMA-D\1051_TSI_NEU_XX.wav,neutral
4156,male,data/CREMA-D\1051_TSI_SAD_XX.wav,sad
4157,male,data/CREMA-D\1051_WSI_ANG_XX.wav,angry
4158,male,data/CREMA-D\1051_WSI_DIS_XX.wav,disgust
4159,male,data/CREMA-D\1051_WSI_FEA_XX.wav,fear
4160,male,data/CREMA-D\1051_WSI_HAP_XX.wav,happy
4161,male,data/CREMA-D\1051_WSI_NEU_XX.wav,neutral
4162,male,data/CREMA-D\1051_WSI_SAD_XX.wav,sad
4163,female,data/CREMA-D\1052_DFA_ANG_XX.wav,angry
4164,female,data/CREMA-D\1052_DFA_DIS_XX.wav,disgust
4165,female,data/CREMA-D\1052_DFA_FEA_XX.wav,fear
4166,female,data/CREMA-D\1052_DFA_HAP_XX.wav,happy
4167,female,data/CREMA-D\1052_DFA_NEU_XX.wav,neutral
4168,female,data/CREMA-D\1052_DFA_SAD_XX.wav,sad
4169,female,data/CREMA-D\1052_IEO_ANG_HI.wav,angry
4170,female,data/CREMA-D\1052_IEO_ANG_LO.wav,angry
4171,female,data/CREMA-D\1052_IEO_ANG_MD.wav,angry
4172,female,data/CREMA-D\1052_IEO_DIS_HI.wav,disgust
4173,female,data/CREMA-D\1052_IEO_DIS_LO.wav,disgust
4174,female,data/CREMA-D\1052_IEO_DIS_MD.wav,disgust
4175,female,data/CREMA-D\1052_IEO_FEA_HI.wav,fear
4176,female,data/CREMA-D\1052_IEO_FEA_LO.wav,fear
4177,female,data/CREMA-D\1052_IEO_FEA_MD.wav,fear
4178,female,data/CREMA-D\1052_IEO_HAP_HI.wav,happy
4179,female,data/CREMA-D\1052_IEO_HAP_LO.wav,happy
4180,female,data/CREMA-D\1052_IEO_HAP_MD.wav,happy
4181,female,data/CREMA-D\1052_IEO_NEU_XX.wav,neutral
4182,female,data/CREMA-D\1052_IEO_SAD_HI.wav,sad
4183,female,data/CREMA-D\1052_IEO_SAD_LO.wav,sad
4184,female,data/CREMA-D\1052_IEO_SAD_MD.wav,sad
4185,female,data/CREMA-D\1052_IOM_ANG_XX.wav,angry
4186,female,data/CREMA-D\1052_IOM_DIS_XX.wav,disgust
4187,female,data/CREMA-D\1052_IOM_FEA_XX.wav,fear
4188,female,data/CREMA-D\1052_IOM_HAP_XX.wav,happy
4189,female,data/CREMA-D\1052_IOM_NEU_XX.wav,neutral
4190,female,data/CREMA-D\1052_IOM_SAD_XX.wav,sad
4191,female,data/CREMA-D\1052_ITH_ANG_XX.wav,angry
4192,female,data/CREMA-D\1052_ITH_DIS_XX.wav,disgust
4193,female,data/CREMA-D\1052_ITH_FEA_XX.wav,fear
4194,female,data/CREMA-D\1052_ITH_HAP_XX.wav,happy
4195,female,data/CREMA-D\1052_ITH_NEU_XX.wav,neutral
4196,female,data/CREMA-D\1052_ITH_SAD_XX.wav,sad
4197,female,data/CREMA-D\1052_ITS_ANG_XX.wav,angry
4198,female,data/CREMA-D\1052_ITS_DIS_XX.wav,disgust
4199,female,data/CREMA-D\1052_ITS_FEA_XX.wav,fear
4200,female,data/CREMA-D\1052_ITS_HAP_XX.wav,happy
4201,female,data/CREMA-D\1052_ITS_NEU_XX.wav,neutral
4202,female,data/CREMA-D\1052_ITS_SAD_XX.wav,sad
4203,female,data/CREMA-D\1052_IWL_ANG_XX.wav,angry
4204,female,data/CREMA-D\1052_IWL_DIS_XX.wav,disgust
4205,female,data/CREMA-D\1052_IWL_FEA_XX.wav,fear
4206,female,data/CREMA-D\1052_IWL_HAP_XX.wav,happy
4207,female,data/CREMA-D\1052_IWL_NEU_XX.wav,neutral
4208,female,data/CREMA-D\1052_IWL_SAD_XX.wav,sad
4209,female,data/CREMA-D\1052_IWW_ANG_XX.wav,angry
4210,female,data/CREMA-D\1052_IWW_DIS_XX.wav,disgust
4211,female,data/CREMA-D\1052_IWW_FEA_XX.wav,fear
4212,female,data/CREMA-D\1052_IWW_HAP_XX.wav,happy
4213,female,data/CREMA-D\1052_IWW_NEU_XX.wav,neutral
4214,female,data/CREMA-D\1052_IWW_SAD_XX.wav,sad
4215,female,data/CREMA-D\1052_MTI_ANG_XX.wav,angry
4216,female,data/CREMA-D\1052_MTI_DIS_XX.wav,disgust
4217,female,data/CREMA-D\1052_MTI_FEA_XX.wav,fear
4218,female,data/CREMA-D\1052_MTI_HAP_XX.wav,happy
4219,female,data/CREMA-D\1052_MTI_NEU_XX.wav,neutral
4220,female,data/CREMA-D\1052_MTI_SAD_XX.wav,sad
4221,female,data/CREMA-D\1052_TAI_ANG_XX.wav,angry
4222,female,data/CREMA-D\1052_TAI_DIS_XX.wav,disgust
4223,female,data/CREMA-D\1052_TAI_FEA_XX.wav,fear
4224,female,data/CREMA-D\1052_TAI_HAP_XX.wav,happy
4225,female,data/CREMA-D\1052_TAI_NEU_XX.wav,neutral
4226,female,data/CREMA-D\1052_TAI_SAD_XX.wav,sad
4227,female,data/CREMA-D\1052_TIE_ANG_XX.wav,angry
4228,female,data/CREMA-D\1052_TIE_DIS_XX.wav,disgust
4229,female,data/CREMA-D\1052_TIE_FEA_XX.wav,fear
4230,female,data/CREMA-D\1052_TIE_HAP_XX.wav,happy
4231,female,data/CREMA-D\1052_TIE_NEU_XX.wav,neutral
4232,female,data/CREMA-D\1052_TIE_SAD_XX.wav,sad
4233,female,data/CREMA-D\1052_TSI_ANG_XX.wav,angry
4234,female,data/CREMA-D\1052_TSI_DIS_XX.wav,disgust
4235,female,data/CREMA-D\1052_TSI_FEA_XX.wav,fear
4236,female,data/CREMA-D\1052_TSI_HAP_XX.wav,happy
4237,female,data/CREMA-D\1052_TSI_NEU_XX.wav,neutral
4238,female,data/CREMA-D\1052_TSI_SAD_XX.wav,sad
4239,female,data/CREMA-D\1052_WSI_ANG_XX.wav,angry
4240,female,data/CREMA-D\1052_WSI_DIS_XX.wav,disgust
4241,female,data/CREMA-D\1052_WSI_FEA_XX.wav,fear
4242,female,data/CREMA-D\1052_WSI_HAP_XX.wav,happy
4243,female,data/CREMA-D\1052_WSI_NEU_XX.wav,neutral
4244,female,data/CREMA-D\1052_WSI_SAD_XX.wav,sad
4245,female,data/CREMA-D\1053_DFA_ANG_XX.wav,angry
4246,female,data/CREMA-D\1053_DFA_DIS_XX.wav,disgust
4247,female,data/CREMA-D\1053_DFA_FEA_XX.wav,fear
4248,female,data/CREMA-D\1053_DFA_HAP_XX.wav,happy
4249,female,data/CREMA-D\1053_DFA_NEU_XX.wav,neutral
4250,female,data/CREMA-D\1053_DFA_SAD_XX.wav,sad
4251,female,data/CREMA-D\1053_IEO_ANG_HI.wav,angry
4252,female,data/CREMA-D\1053_IEO_ANG_LO.wav,angry
4253,female,data/CREMA-D\1053_IEO_ANG_MD.wav,angry
4254,female,data/CREMA-D\1053_IEO_DIS_HI.wav,disgust
4255,female,data/CREMA-D\1053_IEO_DIS_LO.wav,disgust
4256,female,data/CREMA-D\1053_IEO_DIS_MD.wav,disgust
4257,female,data/CREMA-D\1053_IEO_FEA_HI.wav,fear
4258,female,data/CREMA-D\1053_IEO_FEA_LO.wav,fear
4259,female,data/CREMA-D\1053_IEO_FEA_MD.wav,fear
4260,female,data/CREMA-D\1053_IEO_HAP_HI.wav,happy
4261,female,data/CREMA-D\1053_IEO_HAP_LO.wav,happy
4262,female,data/CREMA-D\1053_IEO_HAP_MD.wav,happy
4263,female,data/CREMA-D\1053_IEO_NEU_XX.wav,neutral
4264,female,data/CREMA-D\1053_IEO_SAD_HI.wav,sad
4265,female,data/CREMA-D\1053_IEO_SAD_LO.wav,sad
4266,female,data/CREMA-D\1053_IEO_SAD_MD.wav,sad
4267,female,data/CREMA-D\1053_IOM_ANG_XX.wav,angry
4268,female,data/CREMA-D\1053_IOM_DIS_XX.wav,disgust
4269,female,data/CREMA-D\1053_IOM_FEA_XX.wav,fear
4270,female,data/CREMA-D\1053_IOM_HAP_XX.wav,happy
4271,female,data/CREMA-D\1053_IOM_NEU_XX.wav,neutral
4272,female,data/CREMA-D\1053_IOM_SAD_XX.wav,sad
4273,female,data/CREMA-D\1053_ITH_ANG_XX.wav,angry
4274,female,data/CREMA-D\1053_ITH_DIS_XX.wav,disgust
4275,female,data/CREMA-D\1053_ITH_FEA_XX.wav,fear
4276,female,data/CREMA-D\1053_ITH_HAP_XX.wav,happy
4277,female,data/CREMA-D\1053_ITH_NEU_XX.wav,neutral
4278,female,data/CREMA-D\1053_ITH_SAD_XX.wav,sad
4279,female,data/CREMA-D\1053_ITS_ANG_XX.wav,angry
4280,female,data/CREMA-D\1053_ITS_DIS_XX.wav,disgust
4281,female,data/CREMA-D\1053_ITS_FEA_XX.wav,fear
4282,female,data/CREMA-D\1053_ITS_HAP_XX.wav,happy
4283,female,data/CREMA-D\1053_ITS_NEU_XX.wav,neutral
4284,female,data/CREMA-D\1053_ITS_SAD_XX.wav,sad
4285,female,data/CREMA-D\1053_IWL_ANG_XX.wav,angry
